stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
3480,3480,PARK @ GRAND EB,FAR SIDE PARK @ GRAND EB,38.620557,-90.238201
3134,3134,WARSON @ GATEWAY SB,FAR SIDE WARSON @ GATEWAY SB,38.681070,-90.394833
1682,1682,BROADWAY @ LOCUST SB,NEAR SIDE BROADWAY @ LOCUST SB,38.628711,-90.188766
13188,13188,STATE @ 61ST STREET WB,FAR SIDE STATE @ 61ST STREET WB,38.603786,-90.090107
2113,2113,DELMAR @ NEWSTEAD EB,NEAR SIDE DELMAR @ NEWSTEAD EB,38.648881,-90.250748
4952,4952,MANCHESTER @ SUBLETTE WB,FAR SIDE MANCHESTER @ SUBLETTE WB,38.623373,-90.280998
4483,4483,BIG BEND @ GRANT WB,FAR SIDE BIG BEND @ GRANT WB,38.574095,-90.376066
5920,5920,NORTH HANLEY @ LIBERTY SB,FAR SIDE NORTH HANLEY @ LIBERTY SB,38.682094,-90.328888
5847,5847,SOUTH FLORISSANT @ BROTHERTON SB,FAR SIDE SOUTH FLORISSANT @ BROTHERTON SB,38.730727,-90.301882
6476,6476,BROADWAY @ BLOW SB,NEAR SIDE BROADWAY @ BLOW SB,38.551217,-90.253758
6288,6288,RIVERVIEW @ VIVIAN NB,NEAR SIDE RIVERVIEW @ VIVIAN NB,38.710860,-90.245108
8146,8146,TELEGRAPH @ KINSWOOD SB,FAR SIDE TELEGRAPH @ KINSWOOD SB,38.492164,-90.303660
7512,7512,BERMUDA @ ROSEDALE SB,NEAR SIDE BERMUDA @ ROSEDALE SB,38.712567,-90.299732
10345,10345,LINDBERGH @ COUNTY LIBRARY SB,FAR SIDE LINDBERGH @ COUNTY LIBRARY SB,38.629470,-90.405940
11359,11359,F STREET @ 5TH STREET WB,NEAR SIDE F STREET @ 5TH STREET WB,38.520056,-89.991052
11623,11623,ILLINOIS @ EMERALD TERRACE NB,NEAR SIDE ILLINOIS @ EMERALD TERRACE NB,38.547105,-89.983956
12232,12232,MAIN @ 66TH STREET WB,FAR SIDE MAIN @ 66TH STREET WB,38.554798,-90.040675
12374,12374,MAIN @ MCCLURE NB,FAR SIDE MAIN @ MCCLURE NB,38.526562,-90.207343
3055,3055,OLIVE @ WOODSMILL WB,FAR SIDE OLIVE @ WOODSMILL WB,38.679977,-90.499551
15628,15628,39TH STREET @ PARK NB,NEAR SIDE 39TH STREET @ PARK NB,38.621139,-90.244325
4761,4761,MIDLAND @ VERONA WB,NEAR SIDE MIDLAND @ VERONA WB,38.703666,-90.360042
4074,4074,GRAND TRANSIT CENTER SB,MID-BLOCK GRAND TRANSIT CENTER SB,38.629517,-90.235671
5598,5598,1333 SOUTH KIRKWOOD SB,MID-BLOCK 1333 SOUTH KIRKWOOD SB,38.561404,-90.407015
7199,7199,FERGUSON @ BAERVELDT PARK SB,MID-BLOCK FERGUSON @ BAERVELDT PARK SB,38.680987,-90.307771
7481,7481,AIRPORT @ WABASH WB,FAR SIDE AIRPORT @ WABASH WB,38.747065,-90.311991
8406,8406,JENNINGS STATION ROAD @ EMMA NB,NEAR SIDE JENNINGS STATION ROAD @ EMMA NB,38.711041,-90.265956
6307,6307,RIVERVIEW @ SWITZER SB,NEAR SIDE RIVERVIEW @ SWITZER SB,38.714414,-90.242136
6314,6314,THEKLA @ ROBIN SB,NEAR SIDE THEKLA @ ROBIN SB,38.700887,-90.250874
8339,8339,SKINKER @ FAUQUIER SB,FAR SIDE SKINKER @ FAUQUIER SB,38.641319,-90.302850
7793,7793,GRAVOIS @ GRANTVIEW EB,FAR SIDE GRAVOIS @ GRANTVIEW EB,38.543766,-90.357553
7853,7853,SPRUCE @ 14TH STREET EB,FAR SIDE SPRUCE @ 14TH STREET EB,38.624843,-90.202190
7756,7756,GRAVOIS @ MORGANFORD EB,NEAR SIDE GRAVOIS @ MORGANFORD EB,38.581025,-90.267499
9632,9632,SOUTHWEST @ HEWITT WB,NEAR SIDE SOUTHWEST @ HEWITT WB,38.613160,-90.312211
14218,14218,324 LINCOLN EB,MID-BLOCK 324 LINCOLN EB,38.511573,-89.989315
12372,12372,MAIN @ DRYOFF NB,FAR SIDE MAIN @ DRYOFF NB,38.523051,-90.208954
16162,16162,CENTRAL @ SHAW PARK SB,NEAR SIDE CENTRAL @ SHAW PARK SB,38.646593,-90.338861
2323,2323,KINGSHIGHWAY @ DEVONSHIRE SB,NEAR SIDE KINGSHIGHWAY @ DEVONSHIRE SB,38.587205,-90.276439
4072,4072,GRAND @ LACLEDE SB,NEAR SIDE GRAND @ LACLEDE SB,38.635491,-90.233529
6645,6645,BROADWAY @ HARLAN NB,NEAR SIDE BROADWAY @ HARLAN NB,38.721632,-90.228621
7593,7593,GRAVOIS @ NAGEL WB,FAR SIDE GRAVOIS @ NAGEL WB,38.568273,-90.287707
7796,7796,GRAVOIS @ GRANT EB,FAR SIDE GRAVOIS @ GRANT EB,38.547079,-90.347403
7138,7138,DR ML KING @ JEFFERSON EB,NEAR SIDE DR ML KING @ JEFFERSON EB,38.637803,-90.212949
12121,12121,MAIN @ 49TH STREET SB,NEAR SIDE MAIN @ 49TH STREET SB,38.543386,-90.028062
11200,11200,WEST @ CRESTHAVEN NB,NEAR SIDE WEST @ CRESTHAVEN NB,38.523526,-89.950075
12797,12797,MISSOURI @ 7TH STREET EB,NEAR SIDE MISSOURI @ 7TH STREET EB,38.624332,-90.156857
12453,12453,KINGSHIGHWAY @ ADELAIDE SB,FAR SIDE KINGSHIGHWAY @ ADELAIDE SB,38.623807,-90.093153
15988,15988,GRAVOIS @ VILLAGE CIRCLE EB,NEAR SIDE GRAVOIS @ VILLAGE CIRCLE EB,38.520745,-90.404241
16303,16303,SHREWSBURY-LANSDOWNE I-44 TRANSIT CENTER,,38.592503,-90.319344
2542,2542,MARINE @ DAWN VALLEY EB,FAR SIDE MARINE @ DAWN VALLEY EB,38.703384,-90.451693
15301,15301,CENTRAL PARK @ PARK PLAZA NB,FAR SIDE CENTRAL PARK @ PARK PLAZA NB,38.587607,-89.942621
1624,1624,CHOUTEAU @ 7TH STREET EB,NEAR SIDE CHOUTEAU @ 7TH STREET EB,38.617522,-90.195946
15090,15090,BIG BEND @ COUCH WB,NEAR SIDE BIG BEND @ COUCH WB,38.566995,-90.424987
4481,4481,BIG BEND @ WOODHAVEN WB,NEAR SIDE BIG BEND @ WOODHAVEN WB,38.575524,-90.372202
4613,4613,AIRPORT @ NORTH HANLEY EB,MID-BLOCK AIRPORT @ NORTH HANLEY EB,38.749882,-90.335342
3337,3337,GOODFELLOW @ WEST FLORISSANT NB,FAR SIDE GOODFELLOW @ WEST FLORISSANT NB,38.713144,-90.254759
3719,3719,DADE @ TIFFIN SB,NEAR SIDE DADE @ TIFFIN SB,38.741711,-90.315686
3863,3863,MICHIGAN @ HOLLY HILLS WB,NEAR SIDE MICHIGAN @ HOLLY HILLS WB,38.558243,-90.250806
5875,5875,NORTH HANLEY @ FROST SB,FAR SIDE NORTH HANLEY @ FROST SB,38.762219,-90.337059
6080,6080,NORTH HANLEY @ 5TH AVENUE NB,FAR SIDE NORTH HANLEY @ 5TH AVENUE NB,38.743873,-90.334598
4904,4904,CLAYTON @ FIELDCREST EB,NEAR SIDE CLAYTON @ FIELDCREST EB,38.634759,-90.398413
5199,5199,MANCHESTER @ WESTMARK EB,FAR SIDE MANCHESTER @ WESTMARK EB,38.602464,-90.460328
9161,9161,NATURAL BRIDGE @ WEST WB,FAR SIDE NATURAL BRIDGE @ WEST WB,38.707232,-90.314659
10377,10377,EWING @ CLARK SB,NEAR SIDE EWING @ CLARK SB,38.630025,-90.221917
10630,10630,UMSL SOUTH METROLINK STATION,,38.705257,-90.305145
16075,16075,CRAIG @ CRAIGVIEW NB,FAR SIDE CRAIG @ CRAIGVIEW NB,38.679892,-90.439248
15425,15425,CARLYLE PLAZA @ SOUTHWEST BANK WB,NEAR SIDE CARLYLE PLAZA @ SOUTHWEST BANK WB,38.516526,-89.953043
15371,15371,LEBANON @ SHILOH STATION ROADD WB,FAR SIDE LEBANON @ SHILOH STATION ROADD WB,38.555794,-89.902068
13172,13172,STATE @ 83RD STREET WB,FAR SIDE STATE @ 83RD STREET WB,38.592395,-90.066351
2284,2284,KINGSHIGHWAY @ NATURAL BRIDGE SB,FAR SIDE KINGSHIGHWAY @ NATURAL BRIDGE SB,38.676025,-90.252426
1787,1787,ARSENAL @ DALTON EB,FAR SIDE ARSENAL @ DALTON EB,38.606616,-90.285669
13105,13105,STATE @ 31ST STREET EB,FAR SIDE STATE @ 31ST STREET EB,38.613224,-90.121856
15403,15403,VICKSBURG @ CEDAR MOUNTAIN WB,FAR SIDE VICKSBURG @ CEDAR MOUNTAIN WB,38.512581,-89.950791
15329,15329,PARK @ ROBERT L PRICE SB,FAR SIDE PARK @ ROBERT L PRICE SB,38.601426,-90.111022
3977,3977,LEMAY FERRY @ MILITARY NB,NEAR SIDE LEMAY FERRY @ MILITARY NB,38.543418,-90.273367
4966,4966,MANCHESTER @ BIG BEND WB,FAR SIDE MANCHESTER @ BIG BEND WB,38.612577,-90.323237
4695,4695,MIDLAND @ CHARLACK EB,FAR SIDE MIDLAND @ CHARLACK EB,38.701043,-90.354797
6474,6474,BROADWAY @ HAVEN SB,NEAR SIDE BROADWAY @ HAVEN SB,38.554112,-90.250515
5673,5673,LINDBERGH @ WATSON NB,FAR SIDE LINDBERGH @ WATSON NB,38.551840,-90.407020
4880,4880,SOUTH OUTER FORTY @ MARYVILLE CENTER EB,FAR SIDE SOUTH OUTER FORTY @ MARYVILLE CENTER EB,38.638784,-90.498600
7219,7219,GOODFELLOW @ TERRY NB,FAR SIDE GOODFELLOW @ TERRY NB,38.678445,-90.274948
6748,6748,BELLEFONTAINE @ QUIET SB,FAR SIDE BELLEFONTAINE @ QUIET SB,38.766199,-90.221531
8586,8586,UNION @ WABADA SB,FAR SIDE UNION @ WABADA SB,38.669925,-90.264948
7735,7735,HEEGE @ OAK EB,NEAR SIDE HEEGE @ OAK EB,38.562297,-90.306583
8298,8298,JENNINGS STATION ROAD @ SWITZER SB,FAR SIDE JENNINGS STATION ROAD @ SWITZER SB,38.720047,-90.258798
8336,8336,SKINKER @ WATERMAN SB,NEAR SIDE SKINKER @ WATERMAN SB,38.650960,-90.300507
11346,11346,CLEVELAND @ 5TH STREET EB,NEAR SIDE CLEVELAND @ 5TH STREET EB,38.504934,-89.991258
12170,12170,SCHEEL @ DOUGLAS WB,NEAR SIDE SCHEEL @ DOUGLAS WB,38.519670,-89.977242
12599,12599,BOND @ 57TH STREET EB,FAR SIDE BOND @ 57TH STREET EB,38.573012,-90.109656
13881,13881,GILBERT @ CASEYVILLE EB,NEAR SIDE GILBERT @ CASEYVILLE EB,38.524814,-89.989538
12692,12692,BOND @ 11TH STREET WB,NEAR SIDE BOND @ 11TH STREET WB,38.615942,-90.159602
12482,12482,47TH STREET @ C JORDAN STADIUM ENTRANCE NB,FAR SIDE 47TH STREET @ C JORDAN STADIUM ENTRANCE NB,38.610878,-90.104073
16301,16301,PERSHALL @ TRASK EB,FAR SIDE PERSHALL @ TRASK EB,38.770554,-90.269369
14484,14484,SKINKER @ PERSHING NB,FAR SIDE SKINKER @ PERSHING NB,38.650130,-90.300440
3631,3631,HEREFORD @ ELIZABETH WB,FAR SIDE HEREFORD @ ELIZABETH WB,38.749379,-90.299768
13156,13156,ILLINOIS ROUTE 161 @ LEBANON SB,NEAR SIDE ILLINOIS ROUTE 161 @ LEBANON SB,38.584679,-90.041179
2072,2072,DELMAR @ DELCREST EB,FAR SIDE DELMAR @ DELCREST EB,38.660403,-90.350649
3006,3006,OLIVE @ OLIVAIRE WB,FAR SIDE OLIVE @ OLIVAIRE WB,38.674046,-90.386135
4628,4628,CHAMBERS @ HALLS FERRY EB,FAR SIDE CHAMBERS @ HALLS FERRY EB,38.749205,-90.253810
5705,5705,LINDBERGH @ WOODFIELD NB,NEAR SIDE LINDBERGH @ WOODFIELD NB,38.677052,-90.404294
6424,6424,BROADWAY @ GRAND SB,NEAR SIDE BROADWAY @ GRAND SB,38.673391,-90.203828
8389,8389,KIENLEN @ IDADALE NB,NEAR SIDE KIENLEN @ IDADALE NB,38.681820,-90.282890
7855,7855,14TH STREET @ MARKET SB,MID-BLOCK 14TH STREET @ MARKET SB,38.627598,-90.201351
7874,7874,TESSON FERRY @ TIFFANY SQUARE PARKWAY EB,FAR SIDE TESSON FERRY @ TIFFANY SQUARE PARKWAY EB,38.535257,-90.338484
8082,8082,BRENTWOOD @ MARSHALL SB,FAR SIDE BRENTWOOD @ MARSHALL SB,38.605102,-90.350776
9047,9047,TUCKER @ LAFAYETTE NB,NEAR SIDE TUCKER @ LAFAYETTE NB,38.612602,-90.206185
7994,7994,TAYLOR @ GARFIELD SB,NEAR SIDE TAYLOR @ GARFIELD SB,38.660275,-90.246385
12061,12061,STATE @ OBERNUEFEMANN WB,NEAR SIDE STATE @ OBERNUEFEMANN WB,38.592345,-89.928609
11503,11503,NORTH BELT WEST @ 47TH STREET WB,NEAR SIDE NORTH BELT WEST @ 47TH STREET WB,38.541733,-90.034720
10982,10982,LINCOLN @ 5TH STREET NB,NEAR SIDE LINCOLN @ 5TH STREET NB,38.588364,-89.910969
12962,12962,8TH STREET @ PIGOTT SB,NEAR SIDE 8TH STREET @ PIGOTT SB,38.616886,-90.165202
14204,14204,VETERANS PARKWAY @ WESTPARK WB,NEAR SIDE VETERANS PARKWAY @ WESTPARK WB,38.446356,-90.220448
12553,12553,4998 FOREST EB,MID-BLOCK 4998 FOREST EB,38.636753,-90.098100
16021,16021,LARIMORE PARKWAY @ SIERRA VISTA PARKWAY WB,FAR SIDE LARIMORE PARKWAY @ SIERRA VISTA PARKWAY WB,38.772544,-90.217721
13427,13427,PERSHING @ DEBALIVIERE EB,FAR SIDE PERSHING @ DEBALIVIERE EB,38.648548,-90.284849
14124,14124,FAIRVIEW HEIGHTS LOOP @ METROLINK,,38.594558,-90.048344
15867,15867,14TH STREET @ OFALLON NB,FAR SIDE 14TH STREET @ OFALLON NB,38.639356,-90.196841
13119,13119,STATE @ 53RD STREET EB,FAR SIDE STATE @ 53RD STREET EB,38.606026,-90.098812
15311,15311,MARYBELL @ 83RD STREET WB,FAR SIDE MARYBELL @ 83RD STREET WB,38.596615,-90.062553
3224,3224,MCLARAN @ RIVERVIEW EB,FAR SIDE MCLARAN @ RIVERVIEW EB,38.716073,-90.241852
3309,3309,GOODFELLOW @ MAPLE NB,FAR SIDE GOODFELLOW @ MAPLE NB,38.660977,-90.285511
3563,3563,WEST FLORISSANT @ HAMILTON NB,FAR SIDE WEST FLORISSANT @ HAMILTON NB,38.715120,-90.257594
5980,5980,NORTH HANLEY @ CARLETON NB,FAR SIDE NORTH HANLEY @ CARLETON NB,38.674848,-90.330337
14861,14861,555 MARYVILLE CENTRE SB,MID-BLOCK 555 MARYVILLE CENTRE SB,38.642781,-90.501466
9644,9644,SOUTH HIGHWAY @ MARITZ ENTRANCE 6 EB,FAR SIDE SOUTH HIGHWAY @ MARITZ ENTRANCE 6 EB,38.540510,-90.477019
10485,10485,KINGSTON @ PENTONVILLE SB,FAR SIDE KINGSTON @ PENTONVILLE SB,38.517390,-90.282621
9503,9503,ARSENAL @ LEMP EB,FAR SIDE ARSENAL @ LEMP EB,38.596951,-90.217537
12819,12819,25TH STREET @ STATE NB,NEAR SIDE 25TH STREET @ STATE NB,38.615577,-90.127351
315,315,DEPAUL @ DEPAUL HOSPITAL SB,NEAR SIDE DEPAUL @ DEPAUL HOSPITAL SB,38.750021,-90.430953
15457,15457,WINTERS @ TRANSCOM HQ WB,MID-BLOCK WINTERS @ TRANSCOM HQ WB,38.537020,-89.866559
3307,3307,GOODFELLOW @ CABANNE NB,FAR SIDE GOODFELLOW @ CABANNE NB,38.658702,-90.285889
3361,3361,PARK @ MISSOURI WB,NEAR SIDE PARK @ MISSOURI WB,38.618115,-90.217769
3783,3783,WEST FLORISSANT @ WARNE SB,FAR SIDE WEST FLORISSANT @ WARNE SB,38.673190,-90.218046
15715,15715,A STREET @ ILLINOIS WB,FAR SIDE A STREET @ ILLINOIS WB,38.514649,-89.984443
5459,5459,BARNES JEWISH HOSPITAL PLAZA EB,MID-BLOCK BARNES JEWISH HOSPITAL PLAZA EB,38.634792,-90.264662
7409,7409,DR ML KING @ HODIAMONT EB,NEAR SIDE DR ML KING @ HODIAMONT EB,38.675189,-90.285311
7352,7352,CASS @ 14TH STREET WB,FAR SIDE CASS @ 14TH STREET WB,38.641710,-90.196368
8849,8849,TUCKER @ LAFAYETTE SB,FAR SIDE TUCKER @ LAFAYETTE SB,38.612576,-90.206486
15932,15932,CRAIG @ NIEHAUS NB,NEAR SIDE CRAIG @ NIEHAUS NB,38.678148,-90.437745
15927,15927,BLAIR @ MULLANPHY NB,FAR SIDE BLAIR @ MULLANPHY NB,38.643154,-90.195585
13868,13868,MANCHESTER @ COVERT WB,NEAR SIDE MANCHESTER @ COVERT WB,38.591153,-90.593492
16330,16330,18TH STREET @ WEIMAN SB,FAR SIDE 18TH STREET @ WEIMAN SB,38.627498,-90.133282
2436,2436,PAGE @ HANLEY WB,NEAR SIDE PAGE @ HANLEY WB,38.683378,-90.328281
3528,3528,NORTH FLORISSANT @ PLEASANT NB,FAR SIDE NORTH FLORISSANT @ PLEASANT NB,38.668131,-90.209555
3246,3246,GOODFELLOW @ FEDERAL CENTER SB,MID-BLOCK GOODFELLOW @ FEDERAL CENTER SB,38.693280,-90.268419
2100,2100,DELMAR @ LAUREL EB,FAR SIDE DELMAR @ LAUREL EB,38.654210,-90.288700
13118,13118,STATE @ 52ND STREET EB,FAR SIDE STATE @ 52ND STREET EB,38.606279,-90.099819
4543,4543,LILAC @ GOUROCK SB,FAR SIDE LILAC @ GOUROCK SB,38.753072,-90.211658
5378,5378,DALE @ KRAFT WB,FAR SIDE DALE @ KRAFT WB,38.626251,-90.301583
5035,5035,MANCHESTER @ BAXTER WB,FAR SIDE MANCHESTER @ BAXTER WB,38.593259,-90.521103
5600,5600,LINDBERGH @ ROTT SB,FAR SIDE LINDBERGH @ ROTT SB,38.550850,-90.407160
4892,4892,CLAYTON @ CLAYTON ESTATES EB,NEAR SIDE CLAYTON @ CLAYTON ESTATES EB,38.632843,-90.438364
7192,7192,ST. CHARLES ROCK ROAD @ NORMANDY EB,FAR SIDE ST. CHARLES ROCK ROAD @ NORMANDY EB,38.692705,-90.316912
6708,6708,FLOWER VALLEY SHOPPING CENTER LOOP,FAR SIDE FLOWER VALLEY SHOPPING CENTER LOOP,38.810271,-90.299035
7790,7790,GRAVOIS @ BRIARSTONE EB,NEAR SIDE GRAVOIS @ BRIARSTONE EB,38.541321,-90.366463
8651,8651,JEFFERSON @ LAYFAYETTE SB,NEAR SIDE JEFFERSON @ LAYFAYETTE SB,38.614999,-90.221142
8273,8273,GALLERIA PARKWAY @ BRENTWOOD WB,NEAR SIDE GALLERIA PARKWAY @ BRENTWOOD WB,38.635797,-90.345747
8410,8410,JENNINGS STATION ROAD @ WEST FLORISSANT NB,FAR SIDE JENNINGS STATION ROAD @ WEST FLORISSANT NB,38.717794,-90.261104
8654,8654,JEFFERSON @ RUSSELL SB,FAR SIDE JEFFERSON @ RUSSELL SB,38.610825,-90.221950
9672,9672,MODOT LOT LOOP @ 4TH STREET EB,MID-BLOCK MODOT LOT LOOP @ 4TH STREET EB,38.505773,-90.624868
10100,10100,CLARKSON @ KEHRS MILL SB,FAR SIDE CLARKSON @ KEHRS MILL SB,38.621310,-90.582346
13381,13381,KIENLEN @ IDADALE SB,FAR SIDE KIENLEN @ IDADALE SB,38.681960,-90.283040
12828,12828,25TH STREET @ STATE SB,FAR SIDE 25TH STREET @ STATE SB,38.615631,-90.127571
16135,16135,LINDBERGH @ SUNSWEPT PARK WB,NEAR SIDE LINDBERGH @ SUNSWEPT PARK WB,38.812783,-90.292183
16272,16272,HAZELWOOD @ HAZELWOOD TECH NB,NEAR SIDE HAZELWOOD @ HAZELWOOD TECH NB,38.773745,-90.343776
13659,13659,CHESTERFIELD MALL LOOP @ DILLARDS,,38.652371,-90.565721
14141,14141,STATE @ 49TH STREET WB,NEAR SIDE STATE @ 49TH STREET WB,38.607328,-90.103551
3487,3487,PARK @ OHIO EB,NEAR SIDE PARK @ OHIO EB,38.618464,-90.222649
3249,3249,GOODFELLOW @ MCARTHUR SB,NEAR SIDE GOODFELLOW @ MCARTHUR SB,38.688118,-90.270673
658,658,WOODSON @ ST. CHARLES ROCK ROAD SB,FAR SIDE WOODSON @ ST. CHARLES ROCK ROAD SB,38.715630,-90.359941
5044,5044,MANCHESTER @ HOLLOWAY WB,FAR SIDE MANCHESTER @ HOLLOWAY WB,38.592963,-90.546623
5788,5788,BENHAM @ PARKER SB,FAR SIDE BENHAM @ PARKER SB,38.795429,-90.230795
15285,15285,METRO PLAZA @ SECTION LINE EB,NEAR SIDE METRO PLAZA @ SECTION LINE EB,38.540114,-89.882481
8638,8638,MARKET @ 14TH STREET WB,FAR SIDE MARKET @ 14TH STREET WB,38.628160,-90.201221
8042,8042,NEWSTEAD @ ST. LOUIS NB,NEAR SIDE NEWSTEAD @ ST. LOUIS NB,38.663930,-90.240510
8837,8837,JEFFERSON @ CLARK NB,NEAR SIDE JEFFERSON @ CLARK NB,38.628596,-90.216913
12366,12366,MAIN @ ADMIRAL TROOST NB,FAR SIDE MAIN @ ADMIRAL TROOST NB,38.513307,-90.208516
11057,11057,WABASH @ PRAIRIE NB,NEAR SIDE WABASH @ PRAIRIE NB,38.506210,-89.965169
16324,16324,SAUGET BUSINESS @ STELLAR ENTRANCE WB,MID-BLOCK SAUGET BUSINESS @ STELLAR ENTRANCE WB,38.583148,-90.153446
3807,3807,NORTH FLORISSANT @ 15TH STREET EB,NEAR SIDE NORTH FLORISSANT @ 15TH STREET EB,38.643495,-90.196657
2955,2955,VANDEVENTER @ FLAD EB,FAR SIDE VANDEVENTER @ FLAD EB,38.615047,-90.264257
15827,15827,DORSETT @ MILLWELL EB,FAR SIDE DORSETT @ MILLWELL EB,38.714451,-90.436306
1663,1663,TUCKER @ SPRUCE SB,NEAR SIDE TUCKER @ SPRUCE SB,38.624454,-90.199589
4553,4553,CHAMBERS @ COLONNADE MEADOWS WB,NEAR SIDE CHAMBERS @ COLONNADE MEADOWS WB,38.750012,-90.228650
15549,15549,MAIN @ CODY NB,FAR SIDE MAIN @ CODY NB,38.530457,-90.205475
3851,3851,VIRGINIA @ DELOR SB,NEAR SIDE VIRGINIA @ DELOR SB,38.569875,-90.244499
6103,6103,CHARBONIER @ RAYMOND SB,NEAR SIDE CHARBONIER @ RAYMOND SB,38.807993,-90.357533
7394,7394,ST. LOUIS @ ARLINGTON WB,NEAR SIDE ST. LOUIS @ ARLINGTON WB,38.675600,-90.264580
8620,8620,UNION @ THEODOSIA NB,NEAR SIDE UNION @ THEODOSIA NB,38.667100,-90.266661
7864,7864,TESSON FERRY @ CONCORD SCHOOL NB,FAR SIDE TESSON FERRY @ CONCORD SCHOOL NB,38.517214,-90.366026
8216,8216,MACKENZIE @ DORISANN NB,FAR SIDE MACKENZIE @ DORISANN NB,38.540345,-90.323428
15592,15592,MORRISON @ CHEROKEE NB,FAR SIDE MORRISON @ CHEROKEE NB,38.657942,-89.985927
10248,10248,LEMAY FERRY @ SIR BORS COURT NB,FAR SIDE LEMAY FERRY @ SIR BORS COURT NB,38.483153,-90.350643
11044,11044,MCKINLEY @ JACKSON WB,NEAR SIDE MCKINLEY @ JACKSON WB,38.506987,-89.981393
11111,11111,CARLYLE @ WEST WB,FAR SIDE CARLYLE @ WEST WB,38.518731,-89.945549
12866,12866,WILFORD @ G STREET WB,NEAR SIDE WILFORD @ G STREET WB,38.601058,-90.158624
14948,14948,BATES @ MORGANFORD EB,FAR SIDE BATES @ MORGANFORD EB,38.575896,-90.268429
13550,13550,GALLERIA MALL LOOP NB,MID-BLOCK GALLERIA MALL LOOP NB,38.634641,-90.346022
3276,3276,HAMPTON @ CHIPPEWA NB,NEAR SIDE HAMPTON @ CHIPPEWA NB,38.592408,-90.294458
1715,1715,SHAW @ KLEMM WB,NEAR SIDE SHAW @ KLEMM WB,38.616480,-90.253244
15407,15407,SWIC RING ROAD @ BACK SB,NEAR SIDE SWIC RING ROAD @ BACK SB,38.517273,-89.920609
3565,3565,WEST FLORISSANT @ JENNINGS STATION ROAD NB,NEAR SIDE WEST FLORISSANT @ JENNINGS STATION ROAD NB,38.717463,-90.260966
6914,6914,ST. CHARLES ROCK ROAD @ TAUSSIG EB,FAR SIDE ST. CHARLES ROCK ROAD @ TAUSSIG EB,38.768921,-90.439618
6106,6106,LINDBERGH @ PATTERSON EB,FAR SIDE LINDBERGH @ PATTERSON EB,38.799792,-90.331733
5511,5511,BENHAM @ SHEFFIELD SB,NEAR SIDE BENHAM @ SHEFFIELD SB,38.790589,-90.232856
6808,6808,ASHBROOK @ SURF NB,FAR SIDE ASHBROOK @ SURF NB,38.755186,-90.232929
7465,7465,PERSHALL @ CHARLOTTE WB,FAR SIDE PERSHALL @ CHARLOTTE WB,38.771850,-90.302020
8589,8589,UNION @ DR ML  KING SB,FAR SIDE UNION @ DR ML  KING SB,38.665587,-90.267993
10240,10240,MERAMEC BOTTOM @  HEIMOS INDUSTRIAL PARK EB,FAR SIDE MERAMEC BOTTOM @  HEIMOS INDUSTRIAL PARK EB,38.461494,-90.372304
12274,12274,ILLINOIS ROUTE 3 @ 4TH STREET NB,NEAR SIDE ILLINOIS ROUTE 3 @ 4TH STREET NB,38.567689,-90.190540
12741,12741,11TH STREET @ BOWMAN NB,NEAR SIDE 11TH STREET @ BOWMAN NB,38.631413,-90.139740
12212,12212,MAIN @ 36TH STREET WB,NEAR SIDE MAIN @ 36TH STREET WB,38.533642,-90.016033
12427,12427,25TH STREET @ NATALIE SB,NEAR SIDE 25TH STREET @ NATALIE SB,38.628792,-90.121559
14615,14615,LINDBERGH @ CANDLEWYCK CLUB WB,NEAR SIDE LINDBERGH @ CANDLEWYCK CLUB WB,38.814306,-90.289132
2483,2483,MCKELVEY @ COLONY MEADOWS COURT EB,FAR SIDE MCKELVEY @ COLONY MEADOWS COURT EB,38.718122,-90.450073
2471,2471,WESTPORT PLAZA @ FEE FEE WB,FAR SIDE WESTPORT PLAZA @ FEE FEE WB,38.702626,-90.445492
15636,15636,BIG BEND @ ETHEL NB,FAR SIDE BIG BEND @ ETHEL NB,38.633177,-90.318768
3704,3704,WEST FLORISSANT @ CANFIELD SB,NEAR SIDE WEST FLORISSANT @ CANFIELD SB,38.738203,-90.278464
5563,5563,LINDBERGH @ DORSETT SB,FAR SIDE LINDBERGH @ DORSETT SB,38.706399,-90.409196
5967,5967,HANLEY @ ELINOR NB,NEAR SIDE HANLEY @ ELINOR NB,38.625150,-90.334902
5507,5507,LEWIS AND  CLARK @ HAVILAND SB,FAR SIDE LEWIS AND  CLARK @ HAVILAND SB,38.756973,-90.238905
7376,7376,ST. LOUIS @ BISHOP PL SCOTT WB,NEAR SIDE ST. LOUIS @ BISHOP PL SCOTT WB,38.659143,-90.228653
8009,8009,TAYLOR @ LINDELL SB,FAR SIDE TAYLOR @ LINDELL SB,38.642255,-90.258105
7734,7734,HEEGE @ LAKEWOOD EB,FAR SIDE HEEGE @ LAKEWOOD EB,38.562869,-90.307300
15561,15561,COLLINSVILLE @ 37TH STREET EB,FAR SIDE COLLINSVILLE @ 37TH STREET EB,38.646205,-90.111638
15904,15904,FOREST @ 61ST STREET WB,NEAR SIDE FOREST @ 61ST STREET WB,38.636976,-90.084861
12255,12255,MAIN @ 98TH STREET WB,FAR SIDE MAIN @ 98TH STREET WB,38.580320,-90.056284
12585,12585,BOND @ 35TH STREET EB,NEAR SIDE BOND @ 35TH STREET EB,38.594052,-90.134147
