route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
15202,2,2500604,TO ROCK ROAD TC,0,65302,98686
15202,3,2500649,TO ROCK ROAD TC,0,65302,98686
15202,1,2500500,TO ROCK ROAD TC VIA VALLEY IND,0,65309,98685
15202,2,2500585,TO ROCK ROAD TC,0,65301,98686
15202,1,2500504,TO ROCK ROAD TC,0,65310,98686
15202,3,2500642,TO ROCK ROAD TC,0,65306,98686
15202,2,2500582,TO ROCK ROAD TC,0,65303,98686
15202,3,2500645,TO ROCK ROAD TC,0,65302,98686
15202,3,2500658,TO ROCK ROAD TC,0,65305,98686
15202,1,2500540,TO NORTH HANLEY TC,1,65309,98689
15202,3,2500668,TO NORTH HANLEY TC,1,65304,98689
15202,3,2500686,TO NORTH HANLEY TC,1,65304,98689
15202,2,2500613,TO NORTH HANLEY TC,1,65303,98689
15202,1,2500570,TO DEPAUL HOSP ONLY,1,65311,98690
15202,1,2500575,TO DEPAUL HOSP ONLY,1,65306,98690
15202,2,2500608,TO NORTH HANLEY TC,1,65301,98689
15202,1,2500572,TO DEPAUL HOSP ONLY,1,65311,98690
15202,2,2500633,TO NORTH HANLEY TC,1,65305,98689
15202,3,2500669,TO NORTH HANLEY TC,1,65302,98689
15202,1,2500573,TO DEPAUL HOSP ONLY,1,65306,98690
15202,3,2500665,TO NORTH HANLEY TC,1,65302,98689
15202,2,2500611,TO NORTH HANLEY TC,1,65302,98689
15202,2,2500620,TO DEPAUL HOSP ONLY,1,65301,98690
15202,1,2500539,TO NORTH HANLEY TC,1,65308,98689
15239,2,2506563,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69108,98860
15239,1,2506490,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69105,98860
15239,1,2506489,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69101,98860
15239,1,2506451,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69106,98860
15239,2,2506557,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69106,98860
15239,3,2506620,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69102,98860
15239,2,2506551,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69109,98860
15239,2,2506550,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69110,98860
15239,3,2506617,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69105,98860
15239,3,2506634,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69110,98860
15239,3,2506626,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69101,98860
15239,1,2506459,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69107,98860
15239,1,2506460,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69104,98860
15239,1,2506453,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69104,98860
15239,1,2506447,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69104,98860
15239,1,2506455,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69105,98860
15239,1,2506477,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69105,98860
15239,2,2506575,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69107,98860
15239,1,2506463,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69103,98860
15239,2,2506555,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,1,69109,98860
15209,1,2501539,TO MET LIFE,0,62381,98715
15209,1,2501534,TO ST. ANTHONY'S HOSP ONLY,0,62181,98716
15209,2,2501564,TO ST. ANTHONY'S HOSP ONLY,0,62382,98716
15209,1,2501541,TO ST. ANTHONY'S HOSP ONLY,0,62381,98716
15209,1,2501527,TO MET LIFE,0,62383,98715
15209,1,2501559,TO SHREWSBURY I-44 TC,1,62381,98718
15210,1,2501598,TO CLAYTON TC,0,62392,98719
15210,3,2501700,TO CLAYTON TC,0,62391,98719
15210,2,2501645,TO CLAYTON TC,0,62394,98719
15210,3,2501702,TO CLAYTON TC,0,62393,98719
15210,2,2501649,TO CLAYTON TC,0,62391,98719
15230,2,2504719,TO CWE TC,1,6273,98809
15230,2,2504714,TO CWE TC,1,62731,98809
15230,1,2504663,TO CWE TC,1,62732,98809
15230,1,2504669,TO CWE TC,1,6272,98809
15230,1,2504667,TO CWE TC,1,62732,98809
15230,2,2504723,TO CWE TC,1,62732,98809
15230,1,2504676,TO CWE TC,1,6275,98809
15230,1,2504675,TO CWE TC,1,6276,98809
15230,2,2504716,TO CWE TC,1,6273,98809
15230,3,2504752,TO CWE TC,1,6274,98809
15230,2,2504711,TO CWE TC,1,6272,98809
15231,3,2504947,TO RIVERVIEW TC VIA FOREST PARK,0,65742,98813
15231,2,2504862,TO RIVERVIEW TC VIA FOREST PARK,0,65742,98813
15231,1,2504806,TO RIVERVIEW TC,0,65747,98811
15231,2,2504869,TO RIVERVIEW TC,0,65741,98811
15231,3,2504948,TO RIVERVIEW TC VIA FOREST PARK,0,65743,98813
15231,1,2504772,TO RIVERVIEW TC VIA FOREST PARK,0,65745,98813
15231,3,2504941,TO RIVERVIEW TC VIA FOREST PARK,0,65741,98813
15231,2,2504871,TO RIVERVIEW TC VIA FOREST PARK,0,65746,98813
15231,3,2504964,TO RIVERVIEW TC VIA FOREST PARK,0,65744,98813
15231,1,2504785,TO RIVERVIEW TC VIA FOREST PARK,0,65746,98813
15231,3,2504936,TO RIVERVIEW TC VIA FOREST PARK,0,65744,98813
15231,1,2504810,TO RIVERVIEW TC VIA FOREST PARK,0,65744,98813
15231,3,2504961,TO RIVERVIEW TC VIA FOREST PARK,0,65743,98813
15231,1,2504799,TO RIVERVIEW TC VIA FOREST PARK,0,65746,98813
15259,1,2509190,TO CWE TC VIA SLUH,1,62464,98937
15259,1,2509188,TO CWE TC VIA SLUH,1,62461,98937
15192,1,2499165,TO SHREWSBURY I-44 TC,0,62184,98653
15192,2,2499193,TO SHREWSBURY I-44 TC,0,62382,98653
15192,1,2499153,TO SHREWSBURY I-44 TC,0,62181,98653
15192,2,2499191,TO SHREWSBURY I-44 TC,0,62382,98653
15192,2,2499196,TO SHREWSBURY I-44 TC,0,62182,98653
15192,1,2499187,TO OAKVILLE,1,62181,98657
15192,1,2499176,TO OAKVILLE,1,62181,98656
15261,1,2509223,TO HAMPTON TC,1,6299,98942
15262,1,2509235,NORTH EXP TO CIVIC CENTER TC,0,65811,98943
15262,1,2509241,NORTH EXP TO CIVIC CENTER TC,0,65657,98943
15262,1,2509240,NORTH EXP TO CIVIC CENTER TC,0,65811,98943
15262,1,2509239,NORTH EXP TO CIVIC CENTER TC,0,65654,98943
15204,2,2500894,TO MCDONNELL & PHANTOM,0,65332,98698
15204,3,2500934,TO MCDONNELL & PHANTOM,0,65331,98698
15204,1,2500848,TO MCDONNELL & PHANTOM,0,65334,98698
15204,1,2500855,TO MCDONNELL & PHANTOM VIA FORD LN,0,65332,98697
15204,3,2500926,TO MCDONNELL & PHANTOM,0,65331,98698
15204,1,2500859,TO MCDONNELL & PHANTOM VIA FORD LN,0,65332,98697
15204,2,2500906,TO NORTH HANLEY TC,1,65333,98701
15204,1,2500883,TO NORTH HANLEY TC,1,65332,98702
15204,2,2500923,TO NORTH HANLEY TC,1,65332,98702
15204,1,2500874,TO NORTH HANLEY TC VIA FORD,1,65333,98700
15204,1,2500867,TO NORTH HANLEY TC,1,65335,98701
15204,1,2500871,TO NORTH HANLEY TC VIA FORD,1,65332,98700
15204,1,2500865,TO NORTH HANLEY TC,1,65335,98701
15204,2,2500920,TO NORTH HANLEY TC VIA FORD,1,65331,98700
15204,3,2500953,TO NORTH HANLEY TC,1,65331,98701
15231,1,2504834,TO CATALAN TC VIA FOREST PARK,1,65746,98818
15231,1,2504826,TO CATALAN TC VIA FOREST PARK,1,65748,98818
15231,3,2504997,TO CATALAN TC VIA FOREST PARK,1,65744,98818
15231,3,2504991,TO FOREST PARK TC ONLY,1,65741,98816
15231,2,2504902,TO CATALAN TC VIA FOREST PARK,1,65745,98818
15231,2,2504928,TO CATALAN TC VIA FOREST PARK,1,65746,98818
15231,1,2504850,TO FOREST PARK TC ONLY,1,65746,98816
15231,1,2504821,TO CATALAN TC VIA FOREST PARK,1,65746,98818
15231,3,2504975,TO CATALAN TC VIA FOREST PARK,1,65742,98818
15232,2,2505079,TO DELMAR LOOP TC,0,65774,98822
15232,3,2505140,TO DELMAR LOOP TC,0,65771,98821
15232,3,2505126,TO DELMAR LOOP TC,0,65773,98822
15232,1,2505000,TO DELMAR LOOP TC,0,65771,98822
15232,2,2505070,TO DELMAR LOOP TC,0,65775,98822
15232,3,2505148,TO DELMAR LOOP TC,0,65775,98822
15232,3,2505133,TO DELMAR LOOP TC,0,65772,98822
15232,1,2505027,TO DELMAR LOOP TC VIA CORP SQ,0,65782,98823
15232,3,2505145,TO DELMAR LOOP TC,0,65772,98821
15232,1,2505009,TO DELMAR LOOP TC,0,65774,98822
15232,3,2505136,TO DELMAR LOOP TC,0,65772,98822
15232,1,2505014,TO DELMAR LOOP TC,0,65782,98820
15183,1,2497479,TO CWE TC,0,653,98615
15183,1,2497475,TO CWE TC,0,652,98615
15183,1,2497457,TO CWE TC,0,651,98615
15183,2,2497588,TO CWE TC,0,652,98615
15183,3,2497654,TO CWE TC,0,652,98616
15183,2,2497552,TO CWE TC,0,652,98615
15183,2,2497565,TO CWE TC,0,652,98615
15183,1,2497465,TO CWE TC,0,651,98615
15183,1,2497440,TO CWE TC,0,653,98615
15183,2,2497587,TO CWE TC,0,651,98615
15183,1,2497442,TO CWE TC,0,652,98615
15183,1,2497446,TO CWE TC,0,652,98615
15183,1,2497447,TO CWE TC,0,652,98615
15183,1,2497445,TO CWE TC,0,651,98615
15183,1,2497459,TO CWE TC,0,655,98615
15183,3,2497660,TO CWE TC,0,651,98616
15183,3,2497666,TO MALLINCKRODT TC ONLY,1,651,98619
15183,2,2497599,TO MALLINCKRODT TC ONLY,1,651,98619
15183,2,2497614,TO FORSYTH STA,1,652,98620
15183,2,2497605,TO FORSYTH STA,1,651,98620
15183,1,2497502,TO MALLINCKRODT TC ONLY,1,653,98619
15183,2,2497598,TO FORSYTH STA,1,653,98620
15183,1,2497508,TO FORSYTH STA,1,651,98620
15183,2,2497595,TO FORSYTH STA,1,652,98620
15183,1,2497528,TO FORSYTH STA,1,653,98620
15183,2,2497632,TO MALLINCKRODT TC ONLY,1,653,98619
15183,3,2497664,TO MALLINCKRODT TC ONLY,1,651,98619
15183,2,2497627,TO FORSYTH STA,1,651,98620
15183,1,2497511,TO FORSYTH STA,1,655,98620
15183,1,2497498,TO FORSYTH STA,1,654,98620
15183,2,2497596,TO FORSYTH STA,1,652,98620
15183,2,2497620,TO FORSYTH STA,1,653,98620
15183,1,2497524,TO FORSYTH STA,1,652,98620
15183,1,2497521,TO FORSYTH STA,1,655,98620
15184,3,2497849,TO MAPLEWOOD TC,0,6522,98622
15211,1,2501720,TO SO CO MALL,0,62415,98721
15211,1,2501737,TO SO CO MALL,0,62417,98721
15211,3,2501815,TO SO CO MALL,0,62411,98721
15211,3,2501803,TO SO CO MALL,0,62411,98721
15211,2,2501778,TO SO CO MALL,0,62416,98721
15211,1,2501725,TO SO CO MALL,0,62414,98721
15211,3,2501814,TO SO CO MALL,0,62412,98721
15211,2,2501797,TO BALLAS TC,1,62416,98723
15211,1,2501764,TO BALLAS TC,1,62413,98723
15211,1,2501755,TO BALLAS TC,1,62414,98723
15211,1,2501741,TO BALLAS TC,1,62411,98723
15211,3,2501825,TO BALLAS TC,1,62411,98723
15211,1,2501761,TO BALLAS TC,1,62414,98723
15189,2,2498701,TO CWE TC,0,65141,98641
15189,1,2498649,TO CWE TC,0,65141,98641
15189,2,2498707,TO CWE TC,0,65141,98641
15189,1,2498637,TO CWE TC,0,65151,98641
15189,3,2498748,TO CWE TC,0,65151,98641
15189,3,2498741,TO CWE TC,0,65141,98641
15189,2,2498699,TO CWE TC,0,65151,98641
15189,3,2498749,TO CWE TC,0,65142,98641
15189,3,2498761,TO CWE TC,0,65141,98641
15189,1,2498638,TO CWE TC,0,65143,98641
15189,3,2498775,TO W FLORISSANT,1,65141,98642
15189,2,2498719,TO W FLORISSANT,1,65141,98642
15189,3,2498771,TO W FLORISSANT,1,65141,98642
15189,1,2498665,TO W FLORISSANT,1,65151,98642
15189,2,2498738,TO W FLORISSANT,1,65142,98642
15189,2,2498730,TO W FLORISSANT,1,65141,98642
15189,1,2498674,TO W FLORISSANT,1,65143,98642
15189,1,2498653,TO W FLORISSANT,1,65152,98642
15189,1,2498677,TO W FLORISSANT,1,65152,98642
15189,3,2498788,TO W FLORISSANT,1,65151,98642
15189,2,2498720,TO W FLORISSANT,1,65151,98642
15189,2,2498735,TO W FLORISSANT,1,65142,98642
15189,2,2498718,TO W FLORISSANT,1,65142,98642
15189,3,2498781,TO W FLORISSANT,1,65141,98642
15189,3,2498773,TO W FLORISSANT,1,65151,98642
15190,3,2498922,TO MACKLIND & ARSENAL,0,65141,98643
15190,1,2498815,TO MACKLIND & ARSENAL,0,65151,98643
15190,2,2498878,TO MACKLIND & ARSENAL,0,65151,98643
15190,1,2498814,TO MACKLIND & ARSENAL,0,65141,98643
15190,2,2498859,TO MACKLIND & ARSENAL,0,65141,98643
15190,3,2498914,TO MACKLIND & ARSENAL,0,65142,98643
15190,2,2498864,TO MACKLIND & ARSENAL,0,65142,98643
15190,1,2498808,TO MACKLIND & ARSENAL,0,65141,98643
15222,3,2503464,TO NORTH COUNTY TC,0,65614,98772
15222,2,2503423,TO NORTH COUNTY TC,0,65615,98772
15222,3,2503472,TO NORTH COUNTY TC,0,65611,98772
15222,1,2503376,TO NORTH COUNTY TC,0,65615,98772
15222,1,2503368,TO NORTH COUNTY TC,0,65617,98772
15222,2,2503419,TO NORTH COUNTY TC,0,65612,98772
15222,1,2503372,TO NORTH COUNTY TC,0,65617,98772
15222,2,2503424,TO NORTH COUNTY TC,0,65611,98772
15222,3,2503470,TO NORTH COUNTY TC,0,65611,98772
15222,2,2503428,TO NORTH COUNTY TC,0,65615,98772
15222,2,2503430,TO NORTH COUNTY TC,0,65615,98772
15222,2,2503421,TO NORTH COUNTY TC,0,65612,98772
15222,1,2503404,TO RIVERVIEW TC,1,65617,98773
15222,1,2503392,TO RIVERVIEW TC,1,65613,98773
15222,3,2503488,TO RIVERVIEW TC,1,65614,98773
15222,1,2503399,TO RIVERVIEW TC,1,65611,98773
15222,1,2503393,TO RIVERVIEW TC,1,65611,98773
15222,2,2503452,TO RIVERVIEW TC,1,65614,98773
15193,1,2499252,TO BROADWAY TAYLOR TC,1,65193,98659
15193,1,2499266,TO BROADWAY TAYLOR TC,1,65371,98659
15193,1,2499262,TO BROADWAY TAYLOR TC,1,65371,98659
15193,1,2499255,TO BROADWAY TAYLOR TC,1,65371,98659
15194,2,2499455,TO ROCK ROAD TC,0,62202,98660
15194,2,2499444,TO ROCK ROAD TC,0,62205,98660
15194,2,2499443,TO ROCK ROAD TC,0,62204,98660
15194,1,2499379,TO ROCK ROAD TC,0,62203,98660
15194,3,2499504,TO ROCK ROAD TC,0,62204,98660
15194,3,2499493,TO ROCK ROAD TC,0,62201,98660
15194,1,2499366,TO ROCK ROAD TC,0,62209,98660
15194,1,2499395,TO ROCK ROAD TC,0,62201,98660
15194,3,2499501,TO ROCK ROAD TC,0,62205,98660
15194,2,2499447,TO ROCK ROAD TC,0,62205,98660
15194,3,2499509,TO ROCK ROAD TC,0,62201,98660
15207,1,2501247,TO RIVERVIEW TC,1,65363,98711
15207,3,2501360,TO RIVERVIEW TC,1,65362,98711
15207,3,2501351,TO RIVERVIEW TC,1,65361,98711
15207,2,2501312,TO RIVERVIEW TC,1,65362,98711
15207,1,2501272,TO RIVERVIEW TC,1,65365,98711
15207,3,2501367,TO RIVERVIEW TC,1,65363,98711
15207,3,2501352,TO RIVERVIEW TC,1,65362,98711
15207,1,2501276,TO RIVERVIEW TC,1,65362,98711
15207,1,2501274,TO RIVERVIEW TC,1,65365,98711
15208,2,2501450,TO CWE TC,0,65373,98712
15208,3,2501503,TO CWE TC,0,65191,98712
15208,2,2501436,TO CWE TC,0,65191,98712
15208,3,2501494,TO CWE TC,0,65371,98712
15208,2,2501453,TO CWE TC,0,65373,98712
15208,3,2501497,TO CWE TC,0,65191,98712
15208,1,2501395,TO CWE TC,0,65371,98712
15208,2,2501431,TO CWE TC,0,65371,98712
15208,3,2501501,TO CWE TC,0,65371,98712
15240,2,2506742,CAHOKIA - TO 5TH & MO VIA AIRPORT,0,69122,98861
15240,2,2506760,CAHOKIA - TO 5TH & MO VIA AIRPORT,0,69128,98861
15240,3,2506826,CAHOKIA - TO 5TH & MO VIA WATER ST,0,69122,98862
15240,1,2506643,CAHOKIA - TO 5TH & MO VIA AIRPORT,0,69129,98861
15240,2,2506763,CAHOKIA - TO 5TH & MO VIA AIRPORT,0,69128,98861
15240,2,2506736,CAHOKIA - TO 5TH & MO VIA AIRPORT,0,69126,98861
15240,1,2506654,CAHOKIA - TO 5TH & MO VIA WATER ST,0,69128,98862
15240,3,2506814,CAHOKIA - TO 5TH & MO VIA AIRPORT,0,69125,98861
15240,1,2506655,CAHOKIA - TO 5TH & MO VIA WATER ST,0,69122,98862
15240,3,2506816,CAHOKIA - TO 5TH & MO VIA AIRPORT,0,69124,98861
15240,3,2506820,CAHOKIA - TO 5TH & MO VIA WATER ST,0,69123,98862
15240,3,2506806,CAHOKIA - TO 5TH & MO VIA WATER ST,0,69125,98862
15240,2,2506770,CAHOKIA - TO CAHOKIA VIA WATER ST,1,69129,98864
15240,3,2506837,CAHOKIA - TO CAHOKIA VIA WATER ST,1,69125,98864
15240,1,2506719,CAHOKIA - TO CAHOKIA VIA WATER ST,1,69128,98864
15240,2,2506792,CAHOKIA - TO CAHOKIA VIA AIRPORT,1,69122,98863
15240,3,2506844,CAHOKIA - TO CAHOKIA VIA WATER ST,1,69123,98864
15240,3,2506832,CAHOKIA - TO CAHOKIA VIA WATER ST,1,69125,98864
15240,1,2506706,CAHOKIA - TO CAHOKIA VIA WATER ST,1,69131,98864
15240,2,2506787,CAHOKIA - TO CAHOKIA VIA WATER ST,1,69124,98864
15240,1,2506687,CAHOKIA - TO CAHOKIA VIA WATER ST,1,69128,98864
15240,1,2506724,CAHOKIA - TO CAHOKIA VIA WATER ST,1,69129,98864
15240,1,2506701,CAHOKIA - TO CAHOKIA VIA WATER ST,1,69129,98864
15240,1,2506712,CAHOKIA - TO CAHOKIA VIA WATER ST,1,69131,98864
15212,3,2501936,TO BALLAS TC,0,62432,98725
15212,1,2501853,TO BALLAS TC,0,62435,98725
15212,1,2501835,TO BALLAS TC,0,62438,98725
15212,3,2501938,TO BALLAS TC,0,62434,98725
15212,3,2501933,TO BALLAS TC,0,62431,98725
15212,1,2501845,TO BALLAS TC,0,62431,98725
15212,1,2501841,TO BALLAS TC,0,62433,98725
15212,2,2501919,TO NORTH HANLEY TC,1,62432,98728
15212,2,2501913,TO NORTH HANLEY TC,1,62434,98728
15212,3,2501948,TO NORTH HANLEY TC,1,62431,98728
15212,2,2501922,TO NORTH HANLEY TC,1,62431,98728
15212,1,2501862,TO NORTH HANLEY TC,1,62436,98728
15212,2,2501920,TO NORTH HANLEY TC,1,62431,98728
15212,3,2501950,TO NORTH HANLEY TC,1,62431,98728
15212,1,2501878,TO NORTH HANLEY TC,1,62432,98728
15229,2,2504569,TO NORTH HANLEY TC,0,65722,98806
15229,1,2504498,TO NORTH HANLEY TC,0,65725,98806
15229,1,2504508,TO NORTH HANLEY TC,0,65722,98806
15229,1,2504491,TO NORTH HANLEY TC,0,65721,98806
15229,1,2504517,TO NORTH HANLEY TC,0,65721,98806
15229,3,2504605,TO NORTH HANLEY TC,0,65722,98806
15229,1,2504531,TO NORTH COUNTY TC,1,65725,98807
15229,1,2504540,TO NORTH COUNTY TC,1,65723,98807
15229,2,2504598,TO NORTH COUNTY TC,1,65722,98807
15229,2,2504580,TO NORTH COUNTY TC,1,65293,98807
15229,1,2504520,TO NORTH COUNTY TC,1,65722,98807
15229,1,2504545,TO NORTH COUNTY TC,1,65722,98807
15229,3,2504628,TO NORTH COUNTY TC,1,65292,98807
15229,2,2504581,TO NORTH COUNTY TC,1,65723,98807
15223,2,2503554,TO NORTH COUNTY TC VIA VETERANS HOME,1,65623,98776
15223,3,2503593,TO NORTH COUNTY TC VIA VETERANS HOME,1,65622,98776
15223,1,2503516,TO NORTH COUNTY TC VIA VETERANS HOME,1,65623,98776
15223,3,2503592,TO NORTH COUNTY TC VIA VETERANS HOME,1,65622,98776
15223,3,2503603,TO NORTH COUNTY TC VIA VETERANS HOME,1,65621,98776
15223,2,2503566,TO NORTH COUNTY TC VIA VETERANS HOME,1,65621,98776
15224,3,2503748,TO SO CO MALL,0,62634,98778
15224,2,2503700,TO SO CO MALL,0,62637,98778
15224,3,2503755,TO SO CO MALL,0,62636,98778
15224,3,2503754,TO SO CO MALL,0,62635,98778
15224,2,2503682,TO SO CO MALL,0,62635,98778
15224,3,2503767,TO SO CO MALL,0,62632,98778
15224,1,2503637,TO SO CO MALL,0,62639,98778
15224,2,2503677,TO SO CO MALL,0,62632,98778
15224,2,2503687,TO SO CO MALL,0,62635,98778
15224,2,2503699,TO SO CO MALL,0,62638,98778
15224,3,2503757,TO SO CO MALL,0,62635,98778
15200,2,2500412,TO FEE FEE & WESTPORT,1,65282,98681
15200,2,2500409,TO FEE FEE & WESTPORT,1,65542,98681
15200,2,2500402,TO FEE FEE & WESTPORT,1,65541,98681
15200,2,2500403,TO FEE FEE & WESTPORT,1,65281,98681
15200,1,2500351,TO FEE FEE & WESTPORT,1,65542,98681
15200,2,2500401,TO FEE FEE & WESTPORT,1,65542,98681
15201,1,2500426,EARTH CITY VIA CORPORATE WOODS,0,65295,98684
15201,1,2500436,EARTH CITY,0,65292,98682
15201,2,2500476,EARTH CITY,0,65291,98682
15201,1,2500438,EARTH CITY,0,65291,98682
15201,2,2500462,EARTH CITY,0,65293,98682
15201,2,2500452,TO LAMBERT AIRPORT,0,65331,98683
15201,3,2500487,TO LAMBERT AIRPORT,0,65331,98683
15201,1,2500450,EARTH CITY,0,65726,98682
15201,3,2500480,EARTH CITY,0,65294,98682
15201,3,2500489,EARTH CITY,0,65291,98682
15201,3,2500492,EARTH CITY,0,65291,98682
15201,2,2500455,EARTH CITY,0,65723,98682
15220,2,2502901,TO BRENTWOOD I-64 TC,1,62561,98768
15220,1,2502870,TO BRENTWOOD I-64 TC,1,62451,98768
15220,1,2502872,TO BRENTWOOD I-64 TC,1,62562,98768
15220,1,2502867,TO BRENTWOOD I-64 TC,1,62451,98768
15220,1,2502861,TO BRENTWOOD I-64 TC,1,62451,98768
15220,1,2502871,TO BRENTWOOD I-64 TC,1,62561,98768
15221,2,2503101,TO LOUGHBOROUGH COMMONS,0,65572,98769
15221,1,2502946,TO LOUGHBOROUGH COMMONS,0,65577,98769
15221,3,2503261,TO LOUGHBOROUGH COMMONS,0,65573,98769
15221,1,2502983,TO LOUGHBOROUGH COMMONS,0,65581,98769
15221,3,2503274,TO LOUGHBOROUGH COMMONS,0,65582,98769
15221,3,2503280,TO LOUGHBOROUGH COMMONS,0,65582,98769
15221,1,2502911,TO LOUGHBOROUGH COMMONS,0,65573,98769
15221,1,2502939,TO LOUGHBOROUGH COMMONS,0,65579,98769
15221,3,2503254,TO LOUGHBOROUGH COMMONS,0,65575,98769
15221,2,2503134,TO LOUGHBOROUGH COMMONS,0,65578,98769
15221,3,2503282,TO LOUGHBOROUGH COMMONS,0,65578,98769
15221,3,2503242,TO LOUGHBOROUGH COMMONS,0,65577,98769
15221,1,2502991,TO LOUGHBOROUGH COMMONS,0,65586,98769
15221,3,2503267,TO LOUGHBOROUGH COMMONS,0,65581,98769
15221,1,2502951,TO LOUGHBOROUGH COMMONS,0,65585,98769
15221,3,2503243,TO LOUGHBOROUGH COMMONS,0,65573,98769
15221,2,2503111,TO LOUGHBOROUGH COMMONS,0,65573,98769
15221,3,2503265,TO LOUGHBOROUGH COMMONS,0,65572,98769
15221,2,2503135,TO LOUGHBOROUGH COMMONS,0,65579,98769
15221,1,2502948,TO LOUGHBOROUGH COMMONS,0,65579,98769
15221,3,2503296,TO LOUGHBOROUGH COMMONS,0,65578,98769
15221,2,2503127,TO LOUGHBOROUGH COMMONS,0,65581,98769
15221,2,2503130,TO LOUGHBOROUGH COMMONS,0,65579,98769
15221,1,2502935,TO LOUGHBOROUGH COMMONS,0,65581,98769
15221,1,2502965,TO LOUGHBOROUGH COMMONS,0,65578,98769
15221,2,2503109,TO LOUGHBOROUGH COMMONS,0,65572,98769
15221,2,2503156,TO LOUGHBOROUGH COMMONS,0,65573,98769
15241,1,2506881,19TH & CENTRAL,0,69141,98866
15241,3,2506938,19TH & CENTRAL,0,69142,98866
15241,3,2506931,19TH & CENTRAL,0,69141,98866
15241,2,2506893,19TH & CENTRAL,0,69141,98866
15241,1,2506859,19TH & CENTRAL,0,69141,98866
15241,1,2506850,19TH & CENTRAL,0,69151,98866
15241,2,2506896,19TH & CENTRAL,0,69142,98866
15248,1,2507817,CASEYVILLE MARYBELLE - TO FLYING J,0,69361,98893
15248,1,2507805,CASEYVILLE MARYBELLE - TO FLYING J,0,69362,98893
15248,1,2507806,CASEYVILLE MARYBELLE - TO FLYING J,0,69361,98893
15248,2,2507852,CASEYVILLE MARYBELLE - TO FLYING J,0,69361,98891
15248,1,2507802,CASEYVILLE MARYBELLE - TO FLYING J,0,69361,98893
15248,2,2507864,CASEYVILLE MARYBELLE - TO CASEYVILLE,1,69363,98895
15248,1,2507819,CASEYVILLE MARYBELLE - TO COLLINSVILLE TC,1,69361,98896
15184,3,2497838,TO MAPLEWOOD TC,0,6523,98622
15184,3,2497833,TO MAPLEWOOD TC,0,6523,98622
15184,2,2497783,TO MAPLEWOOD TC,0,6523,98622
15184,2,2497768,TO MALLINCKRODT TC ONLY,0,6523,98621
15184,3,2497850,TO MAPLEWOOD TC,0,6521,98622
15184,3,2497831,TO MAPLEWOOD TC,0,6522,98622
15184,1,2497695,TO MAPLEWOOD TC,0,6522,98622
15184,1,2497696,TO MAPLEWOOD TC,0,6521,98622
15184,3,2497845,TO MAPLEWOOD TC,0,6521,98622
15184,3,2497823,TO MAPLEWOOD TC,0,6522,98622
15184,1,2497702,TO MAPLEWOOD TC,0,6521,98622
15184,3,2497851,TO ROCK ROAD TC,1,6521,98626
15184,1,2497739,TO ROCK ROAD TC,1,6521,98626
15184,3,2497870,TO ROCK ROAD TC,1,6523,98626
15184,2,2497805,TO ROCK ROAD TC,1,6523,98626
15184,2,2497790,TO ROCK ROAD TC,1,6522,98626
15184,1,2497734,TO ROCK ROAD TC,1,6521,98626
15184,1,2497752,TO ROCK ROAD TC,1,6523,98625
15184,3,2497871,TO ROCK ROAD TC,1,6524,98626
15184,2,2497793,TO ROCK ROAD TC,1,6525,98626
15184,3,2497879,TO ROCK ROAD TC,1,6521,98626
15184,3,2497872,TO ROCK ROAD TC,1,6522,98626
15184,2,2497814,TO ROCK ROAD TC,1,6523,98626
15184,3,2497874,TO ROCK ROAD TC,1,6522,98626
15184,3,2497880,TO ROCK ROAD TC,1,6523,98626
